rank,task_id,onet_code,occupation,task,passes_filters,dropped_by,opportunity,fit,money,scale,scale_source,labor_value,reads_text,closed_outcome,writes_content,physical,live_human,same_rules,errors_lose_money,loss_recoverable,recoverable_loss,outcome_visible,speed_value,digital_input,licensed_signoff,time_per_item,volume,money_link,buyer,buyer_conf,sell_model,sell_model_conf,min_score_conf,uncertain,model_reported,request_id
1010,4056,27-4032.00,Film and Video Editors,Verify key numbers and time codes on materials.,1,,0.3777,0.7230,0.4145,0.3974,labor_value_percentile,105015211,0.7500,0.6200,0.0600,0.0133,0.0400,0.6400,0.5300,0.3200,0.1696,0.7500,0.5700,0.3200,0.0600,0.6600,1.2500,1.0400,media_publishing,1,per_item,0.3700,0.5200,0,jev-1.13.0,req_01a0d5dcdcd671fd85d92e4a74dec0cd
1011,14295,51-8092.00,Gas Plant Operators,"Read logsheets to determine product demand and disposition, or to detect malfunctions.",1,,0.3775,0.6565,0.5727,0.3734,labor_value_percentile,94634115,0.8200,0.4700,0.0800,0.0500,0.0400,0.3900,0.8600,0.3400,0.2924,0.7900,0.6500,0.1500,0.0800,0.7500,1.1000,1.8600,manufacturing_quality,1,not_outsourced,0.8700,0.1300,1,jev-1.13.0,req_01a0d5e4e3c27cdcbfd771b96c112df6
1012,17000,25-2059.01,Adapted Physical Education Specialists,Review adapted physical education programs or practices to ensure compliance with government or other regulations.,1,,0.3774,0.6715,0.5209,0.4198,labor_value_percentile,114781199,0.7700,0.5400,0.2900,0.1233,0.1200,0.7200,0.8100,0.3700,0.2997,0.7300,0.4100,0.9100,0.1800,2.0100,0.0500,1.5900,education,1,other,0.7800,0.2600,1,jev-1.13.0,req_01a0d5e6d6f9748f8e7c4e77301479b6
1013,18367,29-1151.00,Nurse Anesthetists,Assess patients' medical histories to predict anesthesia response.,1,,0.3774,0.5615,0.4325,0.7771,labor_value_percentile,538026076,0.7000,0.3100,0.1200,0.2600,0.3500,0.1700,0.5400,0.2400,0.1296,0.7700,0.5600,0.6900,0.3700,1.2000,1.4200,1.2200,healthcare_admin,1,not_outsourced,0.8000,0.2200,1,jev-1.13.0,req_01a0d5e7ec5b7fce94a3f5f6e016eee4
1014,15899,13-1081.02,Logistics Analysts,Maintain logistics records in accordance with corporate policies.,1,,0.3772,0.5880,0.4711,0.6395,labor_value_percentile,287350799,0.3500,0.0500,0.1200,0,0.0500,0.7900,0.8600,0.6000,0.5160,0.4900,0.6400,1,0.0400,1.0500,1.6600,1.2700,logistics_supply_chain,1,not_outsourced,0.4700,0.5500,0,jev-1.13.0,req_01a0d5e600287228b588fd4f042d80ba
1015,16152,15-1299.09,Information Technology Project Managers,"Submit project deliverables, ensuring adherence to quality standards.",1,,0.3771,0.5755,0.5134,0.6247,labor_value_percentile,272383185,0.5800,0.1000,0.3000,0.0333,0.1000,0.6600,0.8100,0.2800,0.2268,0.8000,0.6600,1,0.0600,1.7100,0.1300,1.5400,software_it,1,other,0.6800,0.4500,0,jev-1.13.0,req_01a0d5e62ecb7dadaff1cf0eb35b0953
1016,11300,43-4131.00,Loan Interviewers and Clerks,Check value of customer collateral to be held as loan security.,1,,0.3771,0.4615,0.7256,0.7603,labor_value_percentile,494915423,0.4000,0.1400,0.1200,0.1300,0.1600,0.4800,0.9100,0.3100,0.2821,0.8300,0.7600,0.1600,0.1700,1.4700,0.7900,2.9400,banking_fintech,0.9900,per_item,0.7600,0.4500,0,jev-1.13.0,req_01a0d5e27c2c7cb4b1f4d8f46f96fbe1
1017,21506,13-2011.00,Accountants and Auditors,"Report to management about asset utilization and audit results, and recommend changes in operations and financial activities.",1,,0.3768,0.4400,0.6424,0.9694,labor_value_percentile,3103119358,0.5700,0.0500,0.8600,0.0067,0.3200,0.2300,0.8800,0.4900,0.4312,0.7100,0.5900,1,0.0900,1.9200,0.2300,2.2500,accounting_finance_ops,1,other,0.9400,0.2500,1,jev-1.13.0,req_01a0d5ea7d1976a7ac7801dd01086cb7
1018,20322,13-1161.01,Search Marketing Strategists,Evaluate new emerging media or technologies and make recommendations for their application within Internet marketing or search marketing campaigns.,1,,0.3762,0.5015,0.5138,0.8804,labor_value_percentile,1078881653,0.6800,0.1000,0.5500,0.0033,0.0900,0.1100,0.7000,0.1800,0.1260,0.7600,0.5400,0.9900,0.0300,2.0400,0.0400,1.8600,sales_marketing,1,other,0.9500,0.1300,1,jev-1.13.0,req_01a0d5e97e2f761b9fe1dd37f6f6ad96
1019,14725,15-1254.00,Web Developers,Evaluate or recommend server hardware or software.,1,,0.3760,0.5975,0.5927,0.4841,labor_value_percentile,153992925,0.6600,0.2900,0.2300,0.0133,0.1700,0.1800,0.8300,0.3200,0.2656,0.7500,0.6500,0.9400,0.0400,1.3800,0.0300,2.1600,software_it,1,other,0.9300,0.1600,1,jev-1.13.0,req_01a0d5e537e67dfd915dea3729f076de
1020,21087,11-9199.01,Regulatory Affairs Managers,Direct documentation efforts to ensure compliance with domestic and international regulations and standards.,1,,0.3760,0.5045,0.5759,0.7966,labor_value_percentile,597067878,0.5000,0.0500,0.3500,0.0033,0.1200,0.6200,0.9100,0.3000,0.2730,0.7000,0.5300,1,0.1100,2.3100,0.8200,2.1300,manufacturing_quality,0.8200,other,0.7700,0.1300,1,jev-1.13.0,req_01a0d5ea14ea7feaa326b01a9af9a182
1021,16051,13-2099.04,"Fraud Examiners, Investigators and Analysts",Gather financial documents related to investigations.,1,,0.3760,0.5210,0.6508,0.6372,labor_value_percentile,285157366,0.5000,0.0400,0.1000,0.1367,0.0900,0.2100,0.8600,0.5600,0.4816,0.5900,0.6800,0.9000,0.0700,1.5300,1.0900,2.4700,accounting_finance_ops,0.3600,other,0.6300,0.4700,0,jev-1.13.0,req_01a0d5e6192875faac3b7cabc90b2734
1022,3226,11-2011.00,Advertising and Promotions Managers,"Inspect layouts and advertising copy, and edit scripts, audio, video, and other promotional material for adherence to specifications.",1,,0.3760,0.6820,0.4579,0.4255,labor_value_percentile,117614742,0.8300,0.5200,0.1400,0.0167,0.0600,0.8000,0.7300,0.1900,0.1387,0.7700,0.6100,0.0500,0.0500,1.0200,1.2400,1.3900,sales_marketing,1,other,0.4000,0.5800,0,jev-1.13.0,req_01a0d5dc57037ac589d3de238bd5afc8
1023,23619,51-8013.00,Power Plant Operators,Verify that well field monitoring data conforms to applicable regulations.,1,,0.3759,0.7950,0.5666,0.1541,labor_value_percentile,33242364,0.7700,0.8400,0.1400,0.1067,0.0800,0.8500,0.8400,0.3200,0.2688,0.7400,0.4600,0.9900,0.1800,1.5000,0.7100,1.9800,manufacturing_quality,0.9800,other,0.4000,0,1,jev-1.13.0,req_01a0d5ec93bc70439ad2b1a9a56b1264
1024,21798,15-1299.06,Digital Forensics Analysts,"Perform web service network traffic analysis or waveform analysis to detect anomalies, such as unusual events or trends.",1,,0.3758,0.5925,0.5079,0.5664,labor_value_percentile,217359572,0.7100,0.2500,0.2600,0.0033,0.0300,0.2100,0.6500,0.3500,0.2275,0.6700,0.7400,0.9500,0.0700,1.6200,0.8200,1.7900,government,0.8500,other,0.6100,0.0500,1,jev-1.13.0,req_01a0d5eac7927bca87dba0efdca6a128
1025,5161,43-9081.00,Proofreaders and Copy Markers,"Compare information or figures on one record against same data on other records, or with original copy, to detect errors.",1,,0.3757,0.7915,0.5785,0.1222,labor_value_percentile,25854696,0.9600,0.4500,0.0700,0.0267,0.0300,0.7300,0.8400,0.5800,0.4872,0.7700,0.7200,0.8400,0.0600,0.6600,2.0500,1.5100,media_publishing,0.6700,per_item,0.9400,0.4800,0,jev-1.13.0,req_01a0d5dda5f678bb84feb94b93036abe
1026,21565,13-2023.00,Appraisers and Assessors of Real Estate,"Search public records for transactions such as sales, leases, and assessments.",1,,0.3757,0.5875,0.7328,0.3757,labor_value_percentile,95753237,0.8200,0.0700,0.2000,0.0433,0.0600,0.2400,0.8900,0.4700,0.4183,0.7400,0.7300,0.9800,0.1900,1.4100,1.3900,2.8900,real_estate,0.8400,per_item,0.4700,0.4600,0,jev-1.13.0,req_01a0d5ea8bae7e32a93ed019c63c966d
1027,23207,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents","Devise trading, option, or hedge strategies.",1,,0.3757,0.4405,0.6750,0.8997,labor_value_percentile,1271936539,0.3200,0.0500,0.3600,0.0033,0.2500,0.0900,0.9100,0.1100,0.1001,0.8300,0.7200,0.9700,0.1600,1.5000,0.8600,2.9700,banking_fintech,0.8900,other,0.4000,0.5000,0,jev-1.13.0,req_01a0d5ec2de27c0892bbaa86a47829b8
1028,11644,49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",Analyze equipment performance records to assess equipment functioning.,1,,0.3756,0.6830,0.4373,0.4238,labor_value_percentile,116748074,0.8000,0.3300,0.1600,0.0767,0.0400,0.4000,0.5900,0.2900,0.1711,0.7800,0.7500,0.9800,0.0600,1.1400,1.0200,1.1400,software_it,0.5900,other,0.3500,0.5600,0,jev-1.13.0,req_01a0d5e2cca170cd83b6d287bf484b2f
1029,21051,17-2112.02,Validation Engineers,Study product characteristics or customer requirements to determine validation objectives and standards.,1,,0.3755,0.5445,0.4595,0.7849,labor_value_percentile,561301782,0.8000,0.1400,0.3900,0.0100,0.0900,0.1900,0.7700,0.2300,0.1771,0.7500,0.5900,0.9900,0.1000,2.1600,0.1100,1.3600,manufacturing_quality,0.9900,other,0.8500,0.6100,0,jev-1.13.0,req_01a0d5ea0c987e99bda3fc893f6bf980
1030,21078,43-6012.00,Legal Secretaries and Administrative Assistants,"Prepare, proofread, or process legal documents, such as summonses, subpoenas, complaints, appeals, motions, or pretrial agreements.",1,,0.3755,0.4930,0.5435,0.8328,labor_value_percentile,732149892,0.3300,0.0500,0.7900,0.0467,0.0500,0.7100,0.8500,0.4100,0.3485,0.7300,0.7700,0.9700,0.2300,0.9300,1.5200,1.6500,legal,1,per_item,0.8200,0.3100,1,jev-1.13.0,req_01a0d5ea12ca7cd2ad8391213a1e3e65
1031,14577,53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation","Examine carrier operating rules, employee qualification guidelines, or carrier training and testing programs for compliance with regulations or safety standards.",1,,0.3755,0.7775,0.5306,0.1917,labor_value_percentile,40909799,0.9200,0.7100,0.2000,0.0133,0.0700,0.8500,0.8500,0.2600,0.2210,0.7300,0.5900,0.8700,0.1300,1.6800,0.5600,1.8400,government,0.7000,other,0.6700,0,1,jev-1.13.0,req_01a0d5e514737e2a819c510d42d47ab8
1032,5437,13-1161.00,Market Research Analysts and Marketing Specialists,Seek and provide information to help companies determine their position in the marketplace.,1,,0.3754,0.4840,0.4744,0.9758,labor_value_percentile,3491797748,0.5900,0.1000,0.5600,0.0033,0.1500,0.1100,0.7600,0.1700,0.1292,0.7100,0.6500,1,0.0400,1.9500,0.5300,1.6700,sales_marketing,1,other,0.9900,0.3000,1,jev-1.13.0,req_01a0d5ddd5cd72bc83029f95517ce7af
1033,138,17-1011.00,"Architects, Except Landscape and Naval",Administer construction contracts.,1,,0.3752,0.4640,0.7481,0.7262,labor_value_percentile,411986696,0.4600,0.1200,0.5800,0.0267,0.1800,0.3600,0.9100,0.5400,0.4914,0.7800,0.7200,0.9200,0.2300,1.8000,0.1300,2.7500,real_estate,0.9800,other,0.3700,0.7500,0,jev-1.13.0,req_01a0d5da16047b0b8f1673641332fb43
1034,19523,11-9021.00,Construction Managers,"Perform, or contract others to perform, pre-building assessments, such as conceptual cost estimating, rough order of magnitude estimating, feasibility, or energy efficiency, environmental, and sustainability assessments.",1,,0.3752,0.4365,0.6735,0.9293,labor_value_percentile,1718623478,0.5100,0.0900,0.7000,0.0800,0.1100,0.1500,0.9300,0.2300,0.2139,0.7600,0.6500,0.8500,0.0900,1.9800,0.0800,2.8600,real_estate,1,other,0.9800,0.7600,0,jev-1.13.0,req_01a0d5e8ee7f7b5288246e2d9b811c15
1035,17217,29-1229.05,Preventive Medicine Physicians,Identify groups at risk for specific preventable diseases or injuries.,1,,0.3751,0.5705,0.3388,0.8815,labor_value_percentile,1083873233,0.6000,0.2700,0.2200,0.0167,0.1000,0.1600,0.5300,0.2400,0.1272,0.5800,0.4400,1,0.1600,1.5300,0.3400,0.9500,healthcare_admin,0.7200,other,0.6300,0.6600,0,jev-1.13.0,req_01a0d5e701f9778b9aa8245c9991d3ab
1036,6462,25-1194.00,"Career/Technical Education Teachers, Postsecondary",Review enrollment applications and correspond with applicants to obtain additional information.,1,,0.3749,0.6385,0.3900,0.5674,labor_value_percentile,218315025,0.7800,0.1100,0.1800,0.0067,0.2600,0.5400,0.4500,0.3700,0.1665,0.6000,0.7800,0.9800,0.0800,1.0500,0.6000,1.2000,education,1,not_outsourced,0.4000,0.4000,0,jev-1.13.0,req_01a0d5dec87e7c15ad3cb7dd92f19887
1037,15816,11-9199.09,Wind Energy Operations Managers,Monitor and maintain records of daily facility operations.,1,,0.3747,0.5530,0.3944,0.8636,labor_value_percentile,935712847,0.5200,0.0500,0.2600,0.0767,0.0600,0.4500,0.7900,0.3900,0.3081,0.5000,0.4300,0.9900,0.0700,1.3800,1.3200,1.1400,manufacturing_quality,0.9900,not_outsourced,0.4400,0.6400,0,jev-1.13.0,req_01a0d5e5eb9779fc934768fee1337069
1038,5654,23-1023.00,"Judges, Magistrate Judges, and Magistrates",Award compensation for damages to litigants in civil cases in relation to findings by juries or by the court.,1,,0.3746,0.5290,0.7660,0.5076,labor_value_percentile,169957596,0.6700,0.2300,0.1500,0.0067,0.1600,0.2900,0.8700,0.4700,0.4089,0.8200,0.6400,0.7800,0.5700,1.5600,0.6200,2.9800,government,1,not_outsourced,0.9700,0.3800,1,jev-1.13.0,req_01a0d5ddfbce79dfac3eb47694e03cbe
1039,7319,13-2061.00,Financial Examiners,"Prepare reports, exhibits, and other supporting schedules that detail an institution's safety and soundness, compliance with laws and regulations, and recommended solutions to questionable financial conditions.",1,,0.3746,0.5005,0.6371,0.7434,labor_value_percentile,450218632,0.8100,0.0500,0.9700,0.0067,0.0600,0.6100,0.8700,0.4500,0.3915,0.7100,0.4900,0.9900,0.1300,2.3700,0.8600,2.3000,government,0.7700,not_outsourced,0.5700,0.1400,1,jev-1.13.0,req_01a0d5df81ea7ba1bb8c892cfcd43f20
1040,2158,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,"Forecast staff, equipment, and supply requirements, based on a master menu.",1,,0.3746,0.4730,0.5566,0.9343,labor_value_percentile,1869458286,0.4900,0.0600,0.4100,0.0733,0.1000,0.1800,0.9400,0.2100,0.1974,0.8000,0.5200,0.8200,0.0400,1.7400,0.1700,1.9300,other,1,not_outsourced,0.4700,0.0700,1,jev-1.13.0,req_01a0d5db80657f00922df7ed4e451bb0
1041,15728,13-1199.06,Online Merchants,"Correspond with online customers via electronic mail, telephone, or other electronic messaging to address questions or complaints about products, policies, or shipping methods.",1,,0.3744,0.5225,0.4171,0.8591,labor_value_percentile,898605607,0.3500,0.0400,0.3600,0,0.2000,0.1600,0.6500,0.3800,0.2470,0.5300,0.8800,1,0.0300,0.4500,1.3300,1.3800,ecommerce_marketplaces,0.9200,other,0.3100,0.5600,0,jev-1.13.0,req_01a0d5e5e06a77d391b6d5206882d0ce
1042,11273,43-4021.00,Correspondence Clerks,Read incoming correspondence to ascertain nature of writers' concerns and to determine disposition of correspondence.,1,,0.3744,0.8170,0.5704,0.0748,labor_value_percentile,16481547,0.9400,0.7300,0.0900,0.0033,0.0300,0.4200,0.8500,0.5400,0.4590,0.7000,0.8600,0.7500,0.0400,0.3900,1.9400,1.6700,customer_support,0.8400,per_item,0.5700,0.6600,0,jev-1.13.0,req_01a0d5e2766a78209aa6e72e292ee80c
1043,20009,13-1081.02,Logistics Analysts,"Remotely monitor the flow of vehicles or inventory, using Web-based logistics information systems to track vehicles or containers.",1,,0.3743,0.5830,0.4716,0.6160,labor_value_percentile,263973084,0.6200,0.0600,0.0900,0,0.0400,0.1700,0.8500,0.4900,0.4165,0.6000,0.8000,0.9900,0.0400,1.0800,2.0600,1.2500,logistics_supply_chain,1,subscription,0.8400,0.5700,0,jev-1.13.0,req_01a0d5e93a2b7bf68102a52bc62f5efc
1044,20461,11-1011.00,Chief Executives,"Review and analyze legislation, laws, or public policy and recommend changes to promote or support interests of the general population or special groups.",1,,0.3742,0.5200,0.5362,0.7897,labor_value_percentile,576436978,0.8600,0.0900,0.6200,0,0.1700,0.1300,0.8600,0.2900,0.2494,0.5600,0.4700,0.9900,0.0800,2.0700,0.1100,2.2000,government,0.6400,other,0.9300,0.2000,1,jev-1.13.0,req_01a0d5e99acc7bbd861855ce9c916ec2
1045,18902,13-1075.00,Labor Relations Specialists,Research case law or outcomes of previous case hearings.,1,,0.3741,0.5580,0.5575,0.6276,labor_value_percentile,275146752,0.9000,0.0900,0.3900,0,0.0800,0.1600,0.7800,0.3100,0.2418,0.6700,0.5800,1,0.1100,2.0400,0.2000,2.1300,hr_recruiting,0.8100,other,0.6600,0.1300,1,jev-1.13.0,req_01a0d5e85f7170ca96836a4225f47675
1046,6054,25-1066.00,"Psychology Teachers, Postsecondary","Evaluate and grade students' class work, laboratory work, assignments, and papers.",1,,0.3741,0.7820,0.2424,0.4896,labor_value_percentile,157822809,0.9000,0.8200,0.1300,0.0100,0.0600,0.4100,0.1900,0.1700,0.0323,0.4600,0.3400,0.7800,0.0800,1.1400,1.2100,0.7100,education,1,not_outsourced,0.8400,0.6300,0,jev-1.13.0,req_01a0d5de6129724da843396d84bb12e1
1047,17334,29-1141.02,Advanced Practice Psychiatric Nurses,Diagnose psychiatric disorders and mental health conditions.,1,,0.3741,0.4660,0.5482,0.9752,labor_value_percentile,3459904805,0.3000,0.8100,0.1600,0.2233,0.6100,0.3000,0.7100,0.3000,0.2130,0.6100,0.5000,0.0200,0.5600,1.7100,1.3800,2.2600,healthcare_admin,1,not_outsourced,0.7800,0.3300,1,jev-1.13.0,req_01a0d5e71d4b7ca29bf577b7668eb537
1048,2629,43-4111.00,"Interviewers, Except Eligibility and Loan","Compile, record, and code results or data from interview or survey, using computer or specified form.",1,,0.3740,0.6160,0.3215,0.7142,labor_value_percentile,390619355,0.3900,0.4300,0.2900,0.0333,0.0900,0.7600,0.6100,0.3800,0.2318,0.4000,0.7200,0.5200,0.0500,0.7500,1.8600,0.9900,government,0.6600,per_item,0.9400,0.6700,0,jev-1.13.0,req_01a0d5dbe5be7222a9c92deccc8b34d5
1049,12346,51-9011.00,Chemical Equipment Operators and Tenders,"Read plant specifications to determine products, ingredients, or prescribed modifications of plant procedures.",1,,0.3739,0.5885,0.4542,0.6614,labor_value_percentile,313851527,0.8000,0.1000,0.0600,0.0467,0.0300,0.4400,0.8200,0.2000,0.1640,0.6700,0.5200,0.2000,0.0600,0.8400,1,1.5300,manufacturing_quality,1,not_outsourced,0.8300,0.4600,0,jev-1.13.0,req_01a0d5e36e9878339fcc9da2457b3ce8
1050,23558,49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers","Study blueprints, design specifications, or manufacturers' recommendations to ascertain the configuration of heating or cooling equipment components and to ensure the proper installation of components.",1,,0.3739,0.5000,0.5189,0.8613,labor_value_percentile,913133798,0.6600,0.0800,0.0700,0.2533,0.0400,0.4400,0.8100,0.2300,0.1863,0.7700,0.5800,0.0800,0.0700,1.6800,0.9400,1.7400,manufacturing_quality,0.6400,other,0.5400,0.2400,1,jev-1.13.0,req_01a0d5ec845d7b32acf78e39b9b8dfef
1051,1631,21-1092.00,Probation Officers and Correctional Treatment Specialists,Participate in decisions about whether cases should go before courts and which court should hear them.,1,,0.3739,0.6495,0.3672,0.6053,labor_value_percentile,253296506,0.5200,0.8800,0.1200,0.0300,0.3300,0.2000,0.5300,0.2300,0.1219,0.6800,0.4900,0.9000,0.2200,1.8000,0.6400,0.9500,government,1,not_outsourced,0.9700,0.2900,1,jev-1.13.0,req_01a0d5db25c4779c885e0339b0b59b7f
1052,21648,15-1242.00,Database Administrators,"Identify, evaluate and recommend hardware or software technologies to achieve desired database performance.",1,,0.3738,0.5105,0.6155,0.7134,labor_value_percentile,389365022,0.5800,0.1300,0.4100,0.0300,0.1600,0.1400,0.8600,0.2900,0.2494,0.7800,0.5800,0.9900,0.0400,1.8300,0.0700,2.3000,software_it,0.9900,other,0.9700,0.3000,1,jev-1.13.0,req_01a0d5eaa10a73b3b99694abf4c67b71
1053,15665,11-3031.03,Investment Fund Managers,Attend investment briefings or consult financial media to stay abreast of relevant investment markets.,1,,0.3737,0.5380,0.3651,0.9626,labor_value_percentile,2743034077,0.6500,0.0600,0.0500,0.0033,0.1800,0.0600,0.5500,0.1300,0.0715,0.3100,0.3700,0.5800,0.0600,0.9600,0.6300,1.8800,banking_fintech,0.6600,subscription,0.4400,0.0600,1,jev-1.13.0,req_01a0d5e5d22172e6834dab7d59b9e262
1054,23698,53-1044.00,First-Line Supervisors of Passenger Attendants,"Compute or estimate cash, payroll, transportation, or personnel requirements.",1,,0.3736,0.4900,0.6425,0.7518,labor_value_percentile,473566130,0.3100,0.0700,0.2300,0.0100,0.1100,0.2100,0.9100,0.4500,0.4095,0.7100,0.6000,1,0.0500,1.4700,0.2000,2.3000,logistics_supply_chain,0.7600,not_outsourced,0.5000,0.3000,1,jev-1.13.0,req_01a0d5eca7927da7b4e5dc61ac034d63
1055,16186,13-1161.01,Search Marketing Strategists,"Conduct market research analysis to identify search query trends, real-time search and news media activity, popular social media topics, electronic commerce trends, market opportunities, or competitor performance.",1,,0.3736,0.4990,0.4837,0.8863,labor_value_percentile,1119184703,0.7600,0.0900,0.7100,0,0.0400,0.1000,0.7400,0.1700,0.1258,0.7400,0.7000,1,0.0300,2.1000,0.6800,1.6800,sales_marketing,1,other,0.9600,0.3000,1,jev-1.13.0,req_01a0d5e6379e7e79b1ffd843b004d0d1
1056,8579,53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand","Estimate material, time, and staffing requirements for a given project, based on work orders, job specifications, and experience.",1,,0.3736,0.4865,0.6572,0.7371,labor_value_percentile,436337412,0.6600,0.0500,0.4100,0.1300,0.1100,0.1300,0.9300,0.3100,0.2883,0.8000,0.6700,0.7300,0.0500,1.8000,0.3700,2.4800,logistics_supply_chain,0.4700,not_outsourced,0.4100,0.4800,0,jev-1.13.0,req_01a0d5e063ee78ea83b9432d01c01334
